battery_count,battery_power_mw,battery_energy_mwh,usable_soc_headroom_mwh,activation_probability,mfrr_capacity_price_multiplier,stacked_total_value_eur,fcr_only_total_value_eur,delta_vs_fcr_only_eur,is_mfrr_worthwhile,stacked_local_savings_eur,stacked_local_savings_pct,stacked_fcr_revenue_eur,stacked_mfrr_capacity_revenue_eur,stacked_expected_mfrr_activation_revenue_eur,stacked_min_soc_mwh,stacked_max_soc_mwh,stacked_constraint_violation_count,stacked_savings_floor_pass,annualized_delta_eur,upfront_enablement_cost_eur,annual_operating_cost_eur,risk_buffer_eur,operating_days,confidence_factor,effective_operating_days,fixed_cost_burden_eur_per_day,target_payback_years,required_daily_delta_for_target_payback_eur,annual_net_incremental_value_eur,payback_years,payback_gap_to_target_eur_per_day
1,1.0,2.0,1.6,0.4,0.75,446.1652441821445,512.4558565153417,-66.2906123331972,false,221.5396706461447,0.10760541431693409,218.31813932547345,5.15625,1.1511842105263157,0.2,1.5894736842105264,0,true,-15909.746959967328,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-22909.746959967328,,-116.2906123331972
1,1.0,2.0,1.6,0.4,1.0,447.8839941821445,512.4558565153417,-64.5718623331972,false,221.5396706461447,0.10760541431693409,218.31813932547345,6.875,1.1511842105263157,0.2,1.5894736842105264,0,true,-15497.246959967328,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-22497.246959967328,,-114.5718623331972
1,1.0,2.0,1.6,0.4,1.25,449.6027441821445,512.4558565153417,-62.8531123331972,false,221.5396706461447,0.10760541431693409,218.31813932547345,8.59375,1.1511842105263157,0.2,1.5894736842105264,0,true,-15084.746959967328,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-22084.746959967328,,-112.8531123331972
1,1.0,2.0,1.6,0.4,1.5,451.3214941821445,512.4558565153417,-61.1343623331972,false,221.5396706461447,0.10760541431693409,218.31813932547345,10.3125,1.1511842105263157,0.2,1.5894736842105264,0,true,-14672.246959967328,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-21672.246959967328,,-111.1343623331972
1,1.0,2.0,1.6,0.4,1.75,445.41899822184865,512.4558565153417,-67.03685829349303,false,213.16321635251552,0.10353683449037779,212.94834765880682,18.15625,1.1511842105263157,0.2,1.5894736842105264,0,true,-16088.845990438327,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-23088.845990438327,,-117.03685829349303
1,1.0,2.0,1.6,0.4,2.0,432.2748696903533,512.4558565153417,-80.1809868249884,false,200.10977608012945,0.0971965666517793,197.2895015049607,34.3,0.5755921052631578,0.2,1.6451165515186938,0,true,-19243.436837997215,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-26243.436837997215,,-130.1809868249884
1,1.0,2.0,1.6,0.45,0.5,431.69857699033116,512.4558565153417,-80.75727952501052,false,208.64785542801565,0.10134365039087007,218.31813932547345,3.4375,1.295082236842105,0.2,1.5752532983850385,0,true,-19381.747086002524,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-26381.747086002524,,-130.75727952501052
1,1.0,2.0,1.6,0.45,0.75,433.41732699033116,512.4558565153417,-79.03852952501052,false,208.64785542801565,0.10134365039087007,218.31813932547345,5.15625,1.295082236842105,0.2,1.5752532983850385,0,true,-18969.247086002524,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-25969.247086002524,,-129.03852952501052
1,1.0,2.0,1.6,0.45,1.0,435.13607699033116,512.4558565153417,-77.31977952501052,false,208.64785542801565,0.10134365039087007,218.31813932547345,6.875,1.295082236842105,0.2,1.5752532983850385,0,true,-18556.747086002524,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-25556.747086002524,,-127.31977952501052
1,1.0,2.0,1.6,0.45,1.25,436.85482699033116,512.4558565153417,-75.60102952501052,false,208.64785542801565,0.10134365039087007,218.31813932547345,8.59375,1.295082236842105,0.2,1.5752532983850385,0,true,-18144.247086002524,25000.0,5000.0,2000.0,300,0.8,240.0,29.166666666666668,5.0,50.0,-25144.247086002524,,-125.60102952501052
