_id,start_time_sweden,start_time_utc,bidding_zone,price,price_unit
1232781,2026-06-24T05:00:00,2026-06-24T03:00:00,SE2,65.21,EUR-MWh
1233469,2026-06-24T04:45:00,2026-06-24T02:45:00,SE3,71.57,EUR-MWh
1233933,2026-06-24T04:45:00,2026-06-24T02:45:00,SE4,72.93,EUR-MWh
1232458,2026-06-24T04:45:00,2026-06-24T02:45:00,SE1,65.92,EUR-MWh
1233713,2026-06-24T04:45:00,2026-06-24T02:45:00,SE2,68.04,EUR-MWh
1232784,2026-06-24T04:30:00,2026-06-24T02:30:00,SE3,67.32,EUR-MWh
1233730,2026-06-24T04:30:00,2026-06-24T02:30:00,SE2,63.72,EUR-MWh
1233076,2026-06-24T04:30:00,2026-06-24T02:30:00,SE4,68.72,EUR-MWh
1233256,2026-06-24T04:30:00,2026-06-24T02:30:00,SE1,61.57,EUR-MWh
1232952,2026-06-24T04:15:00,2026-06-24T02:15:00,SE1,54.82,EUR-MWh
1233530,2026-06-24T04:15:00,2026-06-24T02:15:00,SE4,62.17,EUR-MWh
1232686,2026-06-24T04:15:00,2026-06-24T02:15:00,SE3,60.72,EUR-MWh
1233410,2026-06-24T04:15:00,2026-06-24T02:15:00,SE2,57.02,EUR-MWh
1233285,2026-06-24T04:00:00,2026-06-24T02:00:00,SE1,51.77,EUR-MWh
1233269,2026-06-24T04:00:00,2026-06-24T02:00:00,SE4,59.24,EUR-MWh
1233047,2026-06-24T04:00:00,2026-06-24T02:00:00,SE3,57.77,EUR-MWh
1233682,2026-06-24T04:00:00,2026-06-24T02:00:00,SE2,54.0,EUR-MWh
1233184,2026-06-24T03:45:00,2026-06-24T01:45:00,SE1,58.12,EUR-MWh
1232973,2026-06-24T03:45:00,2026-06-24T01:45:00,SE2,60.24,EUR-MWh
1232552,2026-06-24T03:45:00,2026-06-24T01:45:00,SE3,63.71,EUR-MWh
1232629,2026-06-24T03:45:00,2026-06-24T01:45:00,SE4,65.09,EUR-MWh
1233770,2026-06-24T03:30:00,2026-06-24T01:30:00,SE3,63.95,EUR-MWh
1233396,2026-06-24T03:30:00,2026-06-24T01:30:00,SE4,71.45,EUR-MWh
1232814,2026-06-24T03:30:00,2026-06-24T01:30:00,SE1,51.66,EUR-MWh
1232856,2026-06-24T03:30:00,2026-06-24T01:30:00,SE2,53.46,EUR-MWh
1232585,2026-06-24T03:15:00,2026-06-24T01:15:00,SE3,79.99,EUR-MWh
1232943,2026-06-24T03:15:00,2026-06-24T01:15:00,SE4,104.62,EUR-MWh
1233652,2026-06-24T03:15:00,2026-06-24T01:15:00,SE2,50.0,EUR-MWh
1232855,2026-06-24T03:15:00,2026-06-24T01:15:00,SE1,49.2,EUR-MWh
1233860,2026-06-24T03:00:00,2026-06-24T01:00:00,SE2,46.1,EUR-MWh
1233328,2026-06-24T03:00:00,2026-06-24T01:00:00,SE3,90.15,EUR-MWh
1233418,2026-06-24T03:00:00,2026-06-24T01:00:00,SE4,127.12,EUR-MWh
1233219,2026-06-24T03:00:00,2026-06-24T01:00:00,SE1,46.0,EUR-MWh
1233656,2026-06-24T02:45:00,2026-06-24T00:45:00,SE4,86.6,EUR-MWh
1233552,2026-06-24T02:45:00,2026-06-24T00:45:00,SE2,62.46,EUR-MWh
1232621,2026-06-24T02:45:00,2026-06-24T00:45:00,SE1,60.89,EUR-MWh
1233679,2026-06-24T02:45:00,2026-06-24T00:45:00,SE3,76.19,EUR-MWh
1233303,2026-06-24T02:30:00,2026-06-24T00:30:00,SE3,94.87,EUR-MWh
1232941,2026-06-24T02:30:00,2026-06-24T00:30:00,SE2,60.0,EUR-MWh
1232492,2026-06-24T02:30:00,2026-06-24T00:30:00,SE1,59.52,EUR-MWh
1233343,2026-06-24T02:30:00,2026-06-24T00:30:00,SE4,123.8,EUR-MWh
1233752,2026-06-24T02:15:00,2026-06-24T00:15:00,SE4,126.83,EUR-MWh
1232881,2026-06-24T02:15:00,2026-06-24T00:15:00,SE2,54.91,EUR-MWh
1232656,2026-06-24T02:15:00,2026-06-24T00:15:00,SE1,54.59,EUR-MWh
1233227,2026-06-24T02:15:00,2026-06-24T00:15:00,SE3,94.13,EUR-MWh
1233822,2026-06-24T02:00:00,2026-06-24T00:00:00,SE2,51.56,EUR-MWh
1233539,2026-06-24T02:00:00,2026-06-24T00:00:00,SE3,94.02,EUR-MWh
1232890,2026-06-24T02:00:00,2026-06-24T00:00:00,SE4,129.52,EUR-MWh
1233185,2026-06-24T02:00:00,2026-06-24T00:00:00,SE1,51.34,EUR-MWh
1233054,2026-06-24T01:45:00,2026-06-23T23:45:00,SE2,57.39,EUR-MWh
1233111,2026-06-24T01:45:00,2026-06-23T23:45:00,SE4,130.91,EUR-MWh
1233132,2026-06-24T01:45:00,2026-06-23T23:45:00,SE3,97.42,EUR-MWh
1233288,2026-06-24T01:45:00,2026-06-23T23:45:00,SE1,56.99,EUR-MWh
1233560,2026-06-24T01:30:00,2026-06-23T23:30:00,SE1,51.78,EUR-MWh
1233398,2026-06-24T01:30:00,2026-06-23T23:30:00,SE4,134.13,EUR-MWh
1232575,2026-06-24T01:30:00,2026-06-23T23:30:00,SE2,52.01,EUR-MWh
1232478,2026-06-24T01:30:00,2026-06-23T23:30:00,SE3,96.64,EUR-MWh
1232923,2026-06-24T01:15:00,2026-06-23T23:15:00,SE1,48.14,EUR-MWh
1233510,2026-06-24T01:15:00,2026-06-23T23:15:00,SE3,96.11,EUR-MWh
1233071,2026-06-24T01:15:00,2026-06-23T23:15:00,SE2,48.18,EUR-MWh
1232545,2026-06-24T01:15:00,2026-06-23T23:15:00,SE4,136.53,EUR-MWh
1233794,2026-06-24T01:00:00,2026-06-23T23:00:00,SE4,138.06,EUR-MWh
1232910,2026-06-24T01:00:00,2026-06-23T23:00:00,SE2,44.99,EUR-MWh
1232717,2026-06-24T01:00:00,2026-06-23T23:00:00,SE3,95.43,EUR-MWh
1233194,2026-06-24T01:00:00,2026-06-23T23:00:00,SE1,45.08,EUR-MWh
1233593,2026-06-24T00:45:00,2026-06-23T22:45:00,SE2,45.0,EUR-MWh
1233717,2026-06-24T00:45:00,2026-06-23T22:45:00,SE1,45.11,EUR-MWh
1233805,2026-06-24T00:45:00,2026-06-23T22:45:00,SE3,95.9,EUR-MWh
1232898,2026-06-24T00:45:00,2026-06-23T22:45:00,SE4,140.02,EUR-MWh
1233022,2026-06-24T00:30:00,2026-06-23T22:30:00,SE1,48.14,EUR-MWh
1233291,2026-06-24T00:30:00,2026-06-23T22:30:00,SE2,48.09,EUR-MWh
1233855,2026-06-24T00:30:00,2026-06-23T22:30:00,SE4,140.0,EUR-MWh
1233658,2026-06-24T00:30:00,2026-06-23T22:30:00,SE3,97.34,EUR-MWh
1233773,2026-06-24T00:15:00,2026-06-23T22:15:00,SE3,102.18,EUR-MWh
1233024,2026-06-24T00:15:00,2026-06-23T22:15:00,SE2,54.58,EUR-MWh
1233491,2026-06-24T00:15:00,2026-06-23T22:15:00,SE1,54.44,EUR-MWh
1232643,2026-06-24T00:15:00,2026-06-23T22:15:00,SE4,143.25,EUR-MWh
1233278,2026-06-24T00:00:00,2026-06-23T22:00:00,SE4,139.56,EUR-MWh
1233340,2026-06-24T00:00:00,2026-06-23T22:00:00,SE3,100.46,EUR-MWh
1232905,2026-06-24T00:00:00,2026-06-23T22:00:00,SE2,55.15,EUR-MWh
1232534,2026-06-24T00:00:00,2026-06-23T22:00:00,SE1,55.03,EUR-MWh
